id,host_id,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,extra_people,minimum_nights,instant_bookable,cancellation_policy,review_scores_location,review_scores_value,number_of_reviews
16132995,105236557,1.0,False,True,True,True,House,Private room,3,1.0,1.0,2.0,Real Bed,25.0,20.0,2,True,strict,9.0,10.0,7
13642712,79169942,1.0,False,True,False,False,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,10.0,1,True,flexible,10.0,10.0,1
11292000,2111190,0.93,False,True,False,True,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,50.0,15.0,3,False,strict,6.0,6.0,1
12209505,61714911,0.94,False,True,False,True,House,Shared room,1,1.5,1.0,1.0,Couch,13.0,15.0,5,False,strict,9.0,9.0,7
12209601,61714911,0.94,False,True,False,True,House,Shared room,2,1.5,1.0,2.0,Couch,13.0,14.0,10,False,strict,9.0,10.0,17
14040669,84130625,1.0,False,True,False,True,House,Shared room,2,1.0,1.0,1.0,Real Bed,20.0,18.0,2,False,flexible,10.0,10.0,2
4730257,21273707,1.0,False,True,False,True,House,Private room,2,2.0,1.0,2.0,Real Bed,25.0,15.0,1,True,strict,9.0,10.0,26
292824,465779,1.0,False,True,True,True,Apartment,Entire home/apt,8,1.0,3.0,4.0,Real Bed,130.0,20.0,2,False,strict,9.0,9.0,26
16064032,7155211,1.0,False,True,True,False,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,175.0,0.0,4,False,moderate,10.0,10.0,1
8943769,607026,1.0,False,True,True,True,House,Entire home/apt,5,1.0,3.0,5.0,Real Bed,50.0,10.0,7,False,moderate,9.0,9.0,2
7107481,4120451,1.0,True,True,True,True,House,Private room,2,1.5,1.0,1.0,Real Bed,25.0,10.0,2,False,strict,10.0,10.0,12
8119561,42878000,1.0,False,True,False,False,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,22.0,0.0,2,False,strict,10.0,9.0,8
407458,1949821,1.0,False,True,False,True,House,Private room,1,1.0,1.0,1.0,Real Bed,33.0,0.0,1,False,flexible,8.0,8.0,5
424650,2111190,0.93,False,True,False,True,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,45.0,15.0,3,False,strict,10.0,10.0,4
16022306,46940162,0.89,False,True,False,True,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,100.0,15.0,7,False,strict,10.0,10.0,1
440874,524036,1.0,False,True,True,True,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,77.0,0.0,3,False,flexible,10.0,10.0,21
14072602,11849091,1.0,False,True,False,True,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,90.0,20.0,2,False,strict,10.0,10.0,2
3193618,15952625,0.79,False,True,True,True,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,60.0,8.0,1,False,strict,8.0,7.0,31
4134796,20764851,1.0,True,True,True,True,House,Private room,2,1.0,1.0,1.0,Real Bed,35.0,10.0,2,False,flexible,9.0,9.0,30
13270795,49326009,0.9,True,True,True,False,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,31.0,0.0,1,False,strict,10.0,10.0,5
2410996,773437,1.0,False,True,True,True,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,35.0,10.0,1,False,strict,9.0,9.0,6
3066403,15605113,1.0,True,True,True,True,House,Private room,1,1.0,1.0,1.0,Real Bed,30.0,0.0,2,False,flexible,9.0,10.0,71
12747226,23986451,1.0,False,True,True,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,21.0,13.0,1,False,moderate,9.0,9.0,23
4229713,8741651,1.0,True,True,True,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,20.0,2,False,strict,9.0,10.0,5
3501164,1898009,1.0,True,True,True,True,House,Private room,1,1.0,1.0,1.0,Real Bed,42.0,0.0,2,False,strict,8.0,9.0,7
9079466,47349660,1.0,False,True,True,False,Apartment,Private room,5,1.0,1.0,2.0,Real Bed,55.0,15.0,1,True,moderate,9.0,9.0,43
16944169,113263617,0.93,False,True,True,True,House,Entire home/apt,8,2.0,5.0,5.0,Real Bed,180.0,20.0,2,False,strict,6.0,4.0,1
12094854,61714911,0.94,False,True,False,True,House,Shared room,3,1.5,1.0,3.0,Real Bed,15.0,15.0,14,False,strict,10.0,9.0,4
15765332,99331647,0.79,False,True,False,True,Guesthouse,Private room,2,1.0,1.0,1.0,Real Bed,55.0,0.0,1,True,flexible,10.0,10.0,1
430006,1950501,0.97,False,True,True,True,House,Private room,1,1.0,1.0,1.0,Real Bed,25.0,0.0,1,True,strict,9.0,9.0,86
1348186,2379677,0.99,False,True,True,True,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,65.0,0.0,3,True,flexible,8.0,7.0,17
11977528,64000901,1.0,True,True,True,True,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,80.0,15.0,1,False,strict,9.0,10.0,43
9475698,49111626,1.0,False,True,False,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,26.0,15.0,1,True,moderate,9.0,10.0,27
16684887,12559565,1.0,False,True,True,False,House,Private room,2,1.5,1.0,1.0,Real Bed,40.0,0.0,1,False,moderate,10.0,8.0,1
15506478,99331647,0.79,False,True,False,True,Guesthouse,Private room,2,1.0,1.0,1.0,Real Bed,40.0,0.0,1,True,flexible,8.0,10.0,2
7904856,41683733,1.0,False,True,False,True,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,35.0,0.0,1,False,flexible,9.0,9.0,15
14665017,27349958,1.0,False,True,True,False,Apartment,Entire home/apt,10,2.0,4.0,6.0,Real Bed,99.0,10.0,2,False,strict,9.0,9.0,4
13804067,9002626,1.0,False,True,False,True,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,50.0,0.0,1,False,flexible,10.0,10.0,5
5809253,22890809,0.25,False,True,True,True,Loft,Private room,2,1.0,1.0,1.0,Real Bed,38.0,0.0,3,False,flexible,9.0,10.0,15
304976,1569324,1.0,True,True,True,True,House,Entire home/apt,10,3.0,5.0,5.0,Real Bed,230.0,15.0,4,False,moderate,9.0,9.0,84
7907510,3454727,1.0,False,True,True,False,House,Private room,1,1.0,1.0,1.0,Real Bed,17.0,0.0,3,False,strict,5.0,6.0,2
8169704,7107862,1.0,False,True,True,False,House,Entire home/apt,7,2.0,4.0,5.0,Real Bed,110.0,0.0,3,False,strict,10.0,9.0,6
15054681,27349958,1.0,False,True,True,False,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,30.0,0.0,1,False,strict,8.0,9.0,30
16427744,14563708,1.0,False,True,True,False,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,53.0,15.0,1,True,strict,9.0,9.0,4
16821480,31815087,1.0,False,True,True,True,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,37.0,0.0,1,False,flexible,10.0,10.0,2
15641920,8839221,1.0,False,True,False,False,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,21.0,6.0,1,False,moderate,10.0,10.0,6
8433528,12953187,1.0,True,True,True,True,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,25.0,0.0,3,True,flexible,9.0,10.0,18
7254011,37981259,1.0,True,True,True,False,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,13.0,1,True,moderate,9.0,10.0,77
11433330,1261783,0.75,False,True,True,True,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,75.0,20.0,14,False,moderate,8.0,10.0,4
15365757,12630259,1.0,False,True,True,True,House,Entire home/apt,7,1.0,2.0,3.0,Real Bed,59.0,10.0,2,False,moderate,9.0,10.0,3
14226381,41446927,1.0,False,True,True,False,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90.0,0.0,1,False,flexible,8.0,8.0,2
7172898,1558556,1.0,False,True,True,True,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,120.0,0.0,1,True,strict,9.0,10.0,2
9745160,4903226,1.0,False,True,True,True,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,92.0,20.0,2,False,strict,8.0,8.0,9
14737115,61714911,0.94,False,True,False,False,House,Shared room,2,1.5,1.0,2.0,Real Bed,19.0,18.0,3,True,strict,9.0,10.0,2
582594,465779,1.0,False,True,True,True,Apartment,Private room,6,1.0,2.0,3.0,Real Bed,62.0,18.0,2,True,strict,9.0,9.0,13
10298097,3620050,1.0,False,True,True,False,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,8.0,1,False,flexible,10.0,10.0,8
578382,2597193,1.0,False,True,False,True,House,Private room,1,1.0,1.0,1.0,Real Bed,20.0,0.0,3,False,strict,8.0,9.0,26
448320,2203059,1.0,False,True,True,True,House,Private room,2,1.0,1.0,1.0,Real Bed,26.0,10.0,2,False,flexible,9.0,9.0,51
606065,53348,1.0,False,True,True,False,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,20.0,5.0,2,True,strict,8.0,8.0,75
1419633,7644564,1.0,False,True,True,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,43.0,12.0,1,False,strict,10.0,10.0,7
10923997,6332527,1.0,True,True,False,True,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,120.0,10.0,3,False,moderate,7.0,10.0,2
16241681,106174304,1.0,False,True,False,True,House,Private room,2,1.0,1.0,1.0,Real Bed,22.0,0.0,14,False,moderate,10.0,10.0,1
15838965,35055582,1.0,False,True,True,True,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,75.0,10.0,90,True,moderate,9.0,10.0,4
10999340,27349958,1.0,False,True,True,True,Apartment,Private room,3,2.0,1.0,2.0,Real Bed,30.0,10.0,2,False,strict,9.0,9.0,22
14397748,88303721,1.0,True,True,True,False,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,35.0,8.0,2,True,moderate,10.0,10.0,9
14135758,30136752,1.0,False,True,False,True,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,90.0,0.0,2,False,flexible,8.0,9.0,2
542797,1969324,0.97,False,True,True,False,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,55.0,10.0,2,True,strict,9.0,9.0,51
10465950,53925231,0.9,False,True,False,True,House,Private room,2,1.0,1.0,1.0,Real Bed,30.0,5.0,1,False,strict,10.0,10.0,3
14308420,27349958,1.0,False,True,True,False,Apartment,Private room,3,2.0,1.0,2.0,Real Bed,30.0,10.0,1,False,strict,9.0,10.0,38
16364634,60882423,1.0,False,True,True,True,House,Private room,1,1.0,1.0,1.0,Real Bed,20.0,0.0,1,True,flexible,9.0,10.0,3
7834770,21438418,0.8,False,True,True,True,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,85.0,0.0,1,False,strict,10.0,10.0,1
10240597,8484725,1.0,False,True,True,True,House,Private room,1,2.0,1.0,1.0,Real Bed,15.0,0.0,5,False,strict,9.0,10.0,4
626577,1969324,0.97,False,True,True,True,Apartment,Private room,6,1.0,1.0,3.0,Real Bed,92.0,0.0,2,True,strict,9.0,9.0,33
14258505,61714911,0.94,False,True,False,False,House,Shared room,3,1.5,1.0,3.0,Real Bed,16.0,15.0,4,False,strict,10.0,10.0,1
16104589,104990310,0.7,False,True,False,True,House,Private room,2,2.0,1.0,1.0,Real Bed,26.0,0.0,1,True,strict,10.0,10.0,1
6930056,36329604,1.0,False,True,True,True,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,97.0,0.0,3,False,moderate,9.0,9.0,4
11641169,61714911,0.94,False,True,False,True,House,Shared room,4,1.5,1.0,4.0,Real Bed,16.0,15.0,8,False,strict,9.0,8.0,5
2728436,13963129,0.75,False,True,True,False,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,57.0,0.0,90,False,strict,8.0,9.0,30
16350556,23381305,1.0,False,True,True,False,House,Private room,3,0.5,1.0,2.0,Real Bed,35.0,15.0,2,True,moderate,10.0,10.0,2
8113172,10854889,1.0,True,True,True,False,House,Private room,2,1.0,1.0,1.0,Real Bed,25.0,10.0,1,False,moderate,10.0,9.0,21
14394722,2725401,0.9,False,True,True,False,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,5.0,1,False,flexible,9.0,9.0,8
389400,1948194,1.0,False,True,True,False,House,Private room,1,1.0,1.0,1.0,Real Bed,25.0,0.0,3,False,moderate,9.0,10.0,7
1042006,5492152,1.0,False,True,False,True,House,Private room,4,1.0,1.0,2.0,Real Bed,105.0,0.0,2,False,moderate,8.0,9.0,7
15487501,2125620,0.99,False,True,True,True,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,95.0,10.0,2,True,strict,6.0,2.0,1
9695256,15952625,0.79,False,True,True,True,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,50.0,8.0,4,False,flexible,5.0,5.0,3
13543891,61714911,0.94,False,True,False,True,House,Shared room,2,1.5,1.0,2.0,Pull-out Sofa,13.0,14.0,4,False,strict,8.0,7.0,3
1175991,6435755,0.53,False,True,True,True,House,Private room,1,1.0,1.0,1.0,Real Bed,22.0,0.0,90,False,strict,8.0,8.0,10
389399,1948194,1.0,False,True,True,False,House,Private room,2,1.0,1.0,1.0,Real Bed,35.0,10.0,3,False,moderate,9.0,9.0,20
4067583,16751,1.0,False,True,False,False,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,50.0,0.0,4,False,strict,10.0,10.0,3
14804988,91720968,0.97,False,True,False,True,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,50.0,8.0,3,True,strict,7.0,7.0,14
3400382,17149820,1.0,False,True,True,False,House,Entire home/apt,5,2.0,3.0,2.0,Real Bed,100.0,0.0,3,False,moderate,8.0,10.0,4
13360027,61714911,0.94,False,True,False,True,House,Shared room,3,1.5,1.0,2.0,Real Bed,14.0,15.0,3,False,strict,9.0,9.0,6
4840254,20193493,1.0,True,True,True,True,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,80.0,0.0,4,False,strict,9.0,9.0,15
8156959,26359014,1.0,True,True,False,True,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,60.0,12.0,3,False,moderate,9.0,10.0,12
9952789,7247247,1.0,False,True,True,False,House,Entire home/apt,7,1.0,3.0,4.0,Real Bed,99.0,0.0,2,False,strict,9.0,9.0,18
318287,1369081,1.0,False,True,True,True,Bed & Breakfast,Private room,1,1.5,1.0,1.0,Real Bed,30.0,15.0,3,False,strict,9.0,10.0,64
14310935,87471370,1.0,False,True,False,False,House,Private room,2,1.0,1.0,1.0,Real Bed,29.0,0.0,2,True,flexible,7.0,7.0,8
631630,2362913,0.67,False,True,False,True,House,Private room,3,1.5,1.0,2.0,Real Bed,32.0,13.0,1,True,strict,10.0,10.0,2
4185449,13706844,1.0,False,True,False,True,House,Entire home/apt,8,2.5,4.0,8.0,Real Bed,160.0,15.0,5,False,strict,9.0,9.0,7
15324416,1145870,0.9,False,True,True,False,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,50.0,5.0,2,False,flexible,9.0,9.0,8
16107904,5659540,1.0,False,True,False,True,House,Entire home/apt,6,2.0,4.0,4.0,Real Bed,80.0,5.0,4,False,strict,8.0,8.0,1
14796739,5851183,1.0,False,True,True,True,House,Private room,2,1.5,1.0,1.0,Real Bed,22.0,10.0,1,False,flexible,9.0,10.0,3
509493,2469687,1.0,False,True,False,True,Loft,Private room,2,1.0,1.0,1.0,Real Bed,40.0,10.0,3,False,moderate,9.0,10.0,10
5489274,21082649,1.0,True,True,False,False,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,0.0,1,False,strict,10.0,10.0,16
1425646,381894,0.89,False,True,True,False,Apartment,Entire home/apt,5,1.0,2.0,4.0,Real Bed,95.0,0.0,2,False,strict,8.0,7.0,6
7847545,41352414,1.0,False,True,True,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,28.0,0.0,1,False,strict,10.0,10.0,5
12698017,46541320,1.0,False,True,False,True,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,27.0,0.0,5,False,flexible,7.0,10.0,3
8109969,39140276,1.0,False,True,False,True,House,Private room,2,2.5,1.0,1.0,Real Bed,25.0,5.0,1,False,moderate,10.0,10.0,2
8367972,381894,0.89,False,True,True,False,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,100.0,0.0,3,False,strict,9.0,7.0,2
11250653,725838,1.0,False,True,True,True,House,Private room,3,1.0,1.0,1.0,Real Bed,45.0,6.0,1,False,flexible,8.0,10.0,2
14265124,83724904,0.5,False,True,False,False,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,50.0,0.0,1,False,moderate,10.0,10.0,1
389398,1948194,1.0,False,True,True,False,House,Private room,2,1.0,1.0,2.0,Real Bed,50.0,10.0,3,False,moderate,9.0,10.0,8
12822117,41468360,1.0,False,True,True,False,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,83.0,0.0,2,False,strict,9.0,10.0,31
4694918,15952625,0.79,False,True,True,True,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,60.0,8.0,1,False,strict,7.0,7.0,23
631631,2362913,0.67,False,True,False,True,House,Private room,2,1.5,1.0,1.0,Real Bed,25.0,15.0,1,True,strict,10.0,8.0,5
14917258,91720968,0.97,False,True,False,True,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,60.0,10.0,3,True,strict,8.0,9.0,10
105532,446033,1.0,False,True,True,True,House,Private room,1,3.0,1.0,1.0,Real Bed,28.0,0.0,3,False,moderate,9.0,10.0,144
15047828,91720968,0.97,False,True,False,True,Apartment,Entire home/apt,5,1.0,0.0,1.0,Real Bed,60.0,9.0,4,True,strict,7.0,6.0,4
13343826,31336933,0.9,False,True,True,False,House,Private room,3,1.0,1.0,1.0,Real Bed,30.0,7.0,1,False,flexible,7.0,9.0,3
16358007,91720968,0.97,False,True,False,True,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,60.0,8.0,4,False,strict,7.0,8.0,2
8108432,41942785,1.0,True,True,False,False,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,47.0,0.0,1,False,flexible,10.0,10.0,7
8624651,45365418,1.0,False,True,True,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,26.0,0.0,2,False,moderate,9.0,10.0,21
497196,1969324,0.97,False,True,True,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,0.0,2,True,strict,9.0,9.0,64
11136352,31854487,0.5,False,True,True,True,House,Private room,2,1.0,1.0,1.0,Pull-out Sofa,55.0,0.0,2,False,flexible,10.0,10.0,1
12215275,61714911,0.94,False,True,False,True,House,Shared room,2,1.5,1.0,2.0,Real Bed,16.0,15.0,3,False,strict,10.0,9.0,4
16351334,22273326,1.0,False,True,False,False,House,Private room,2,2.0,2.0,1.0,Real Bed,29.0,5.0,1,False,moderate,8.0,9.0,3
15565854,91720968,0.97,False,True,False,True,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,61.0,12.0,4,True,strict,8.0,7.0,2
623385,3014890,1.0,False,True,True,True,House,Private room,1,1.0,1.0,1.0,Real Bed,22.0,0.0,28,False,strict,9.0,9.0,21
4948685,1906463,0.9,False,True,False,False,House,Private room,2,1.0,1.0,1.0,Real Bed,30.0,0.0,1,False,moderate,8.0,9.0,48
13073867,31336933,0.9,False,True,True,False,House,Private room,2,1.0,1.0,1.0,Real Bed,30.0,7.0,1,False,flexible,9.0,9.0,2
12678956,68892813,0.75,False,True,False,False,Boat,Entire home/apt,2,1.0,0.0,1.0,Real Bed,50.0,10.0,3,False,flexible,8.0,8.0,2
8588208,26687088,1.0,False,True,True,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,0.0,2,False,flexible,10.0,9.0,4
9928001,26593727,1.0,False,True,True,True,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,85.0,0.0,2,False,strict,10.0,10.0,4
1537219,4058668,1.0,True,True,True,True,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,55.0,0.0,2,False,strict,9.0,9.0,156
15036963,2379677,0.99,False,True,True,True,House,Entire home/apt,10,2.0,5.0,6.0,Real Bed,130.0,0.0,2,True,flexible,7.0,7.0,11
16349566,27349958,1.0,False,True,True,False,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,25.0,5.0,1,False,strict,10.0,10.0,3
3239952,7247247,1.0,False,True,True,True,House,Private room,2,1.0,1.0,1.0,Real Bed,25.0,10.0,2,True,strict,9.0,9.0,56
15035032,11361009,1.0,False,True,False,True,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,60.0,20.0,2,False,strict,9.0,10.0,7
3370509,7247247,1.0,False,True,True,True,House,Private room,2,1.0,1.0,1.0,Real Bed,25.0,10.0,2,True,strict,9.0,9.0,68
12283370,64887130,0.97,False,True,True,False,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,33.0,0.0,1,True,strict,9.0,10.0,69
11234733,6947971,1.0,True,True,True,True,House,Private room,2,1.0,1.0,1.0,Real Bed,25.0,10.0,2,False,strict,10.0,10.0,8
10632422,18904665,1.0,True,True,False,True,House,Private room,3,1.0,1.0,2.0,Real Bed,35.0,10.0,1,False,strict,10.0,10.0,14
15558941,16272435,1.0,False,True,True,True,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,85.0,10.0,3,False,strict,8.0,10.0,1
377707,1898009,1.0,True,True,True,True,House,Private room,2,1.0,1.0,1.0,Real Bed,30.0,20.0,1,True,strict,9.0,10.0,89
13407465,51395833,1.0,False,True,False,True,House,Entire home/apt,8,1.0,3.0,3.0,Real Bed,55.0,20.0,1,False,strict,10.0,10.0,4
10053570,51596165,1.0,True,True,False,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,5.0,1,True,moderate,9.0,10.0,34
15427643,32469909,0.94,False,True,True,True,House,Shared room,2,1.0,1.0,2.0,Real Bed,18.0,15.0,7,True,strict,8.0,10.0,4
16866096,112387837,1.0,False,True,False,True,House,Private room,2,1.0,1.0,1.0,Real Bed,45.0,0.0,1,True,flexible,9.0,10.0,3
3627437,381894,0.89,False,True,True,True,House,Entire home/apt,8,2.0,3.0,5.0,Real Bed,140.0,10.0,3,False,strict,9.0,10.0,4
17258868,40180126,1.0,False,True,False,True,House,Private room,1,1.0,1.0,1.0,Real Bed,25.0,0.0,2,True,flexible,8.0,10.0,2
6904117,15952625,0.79,False,True,True,True,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,63.0,8.0,4,False,strict,7.0,8.0,8
11492380,381894,0.89,False,True,True,False,House,Entire home/apt,10,2.0,3.0,6.0,Real Bed,150.0,10.0,3,False,strict,9.0,9.0,2
4805152,7130349,1.0,False,True,True,False,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,0.0,1,False,flexible,10.0,10.0,4
4149578,13955695,1.0,False,True,False,True,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,0.0,1,False,flexible,8.0,10.0,5
4673652,53348,1.0,False,True,True,True,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,20.0,5.0,2,False,flexible,9.0,8.0,2
2308269,11788165,1.0,True,True,True,True,House,Private room,2,1.0,1.0,1.0,Real Bed,42.0,12.0,2,False,strict,9.0,10.0,127
16600927,14197570,1.0,False,True,False,True,House,Private room,2,1.0,1.0,1.0,Real Bed,39.0,0.0,2,False,moderate,8.0,10.0,2
10570839,22203565,0.9,False,True,True,True,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,95.0,0.0,2,False,strict,10.0,10.0,3
16076723,104757401,1.0,False,True,False,False,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,15.0,1,True,flexible,10.0,10.0,2
2837091,524036,1.0,False,True,True,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,0.0,2,False,moderate,9.0,10.0,2
10176295,11695548,1.0,False,True,True,True,House,Private room,2,2.0,1.0,1.0,Real Bed,35.0,0.0,1,True,moderate,9.0,9.0,35
13109427,72875955,0.5,False,True,False,True,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,95.0,0.0,1,False,strict,9.0,10.0,3
15157102,91720968,0.97,False,True,False,True,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,56.0,8.0,4,False,strict,9.0,8.0,3
9127737,45351036,1.0,False,True,True,False,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45.0,0.0,1,False,flexible,6.0,8.0,1
212981,465779,1.0,False,True,True,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,49.0,0.0,2,True,strict,9.0,10.0,120
3639824,18369825,1.0,False,True,True,False,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,80.0,0.0,5,False,flexible,9.0,9.0,10
14103635,1273217,1.0,False,True,False,False,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,77.0,0.0,2,False,moderate,9.0,8.0,4
10173022,725838,1.0,False,True,True,True,House,Private room,2,1.0,1.0,1.0,Real Bed,43.0,7.0,1,False,flexible,10.0,10.0,2
2832944,14492418,1.0,False,True,False,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,25.0,2,False,moderate,9.0,10.0,8
13972311,50852429,0.75,False,True,True,False,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,0.0,3,False,flexible,8.0,9.0,6
6762102,35400286,1.0,False,True,False,True,House,Entire home/apt,6,2.0,4.0,5.0,Real Bed,100.0,10.0,2,False,strict,9.0,9.0,7
16723314,102126749,1.0,False,True,False,False,House,Private room,1,1.0,1.0,1.0,Real Bed,22.0,0.0,1,True,strict,9.0,10.0,3
471206,1949821,1.0,False,True,False,True,House,Private room,1,1.0,1.0,1.0,Real Bed,33.0,0.0,1,False,flexible,6.0,8.0,1
16328396,55956150,1.0,False,True,False,True,Apartment,Entire home/apt,8,1.0,3.0,3.0,Real Bed,100.0,25.0,2,True,strict,10.0,10.0,3
17120152,115031395,1.0,False,True,False,True,House,Private room,2,1.0,1.0,1.0,Real Bed,28.0,30.0,1,True,moderate,10.0,10.0,1
8725619,1724241,1.0,False,True,True,True,House,Private room,2,1.0,1.0,5.0,Real Bed,29.0,15.0,1,False,strict,9.0,9.0,11
1647344,8741651,1.0,True,True,True,True,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,23.0,0.0,2,False,moderate,9.0,9.0,68
12788492,36518273,1.0,False,True,True,False,House,Private room,1,1.0,1.0,1.0,Real Bed,21.0,0.0,7,False,flexible,10.0,10.0,5
9642653,31574348,1.0,False,True,True,True,House,Private room,2,1.5,1.0,1.0,Real Bed,35.0,6.0,1,False,flexible,10.0,10.0,18
12394971,61714911,0.94,False,True,False,True,House,Shared room,2,1.5,1.0,1.0,Pull-out Sofa,14.0,13.0,3,False,strict,9.0,9.0,9
294887,1527176,1.0,True,True,True,True,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,30.0,0.0,1,False,moderate,10.0,10.0,28
8593010,41942785,1.0,True,True,False,False,House,Private room,1,1.0,1.0,1.0,Real Bed,36.0,0.0,1,False,flexible,10.0,10.0,20
10297564,3620050,1.0,False,True,True,False,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,90.0,8.0,1,False,moderate,9.0,9.0,17
15145383,15268797,1.0,False,True,True,True,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,100.0,0.0,2,False,moderate,10.0,10.0,1
5577942,28919855,1.0,False,True,True,True,House,Private room,1,1.0,1.0,1.0,Real Bed,21.0,0.0,1,False,strict,9.0,8.0,42
645613,3233398,1.0,False,True,False,True,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,63.0,0.0,10,False,moderate,9.0,10.0,55
